survey,item,item_cl,variable,values,question_text,response_categories
eurasiab2010,army4a,army_eurasiab,v135_2,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
eurasiab2010,church4,church_eurasiab,v135_5,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
eurasiab2010,strong4e,strong_eurasiab,v135_4,c(1:4),Strong leader?,1 agree / 2 quite agree / 3 rather disagree / 4 disagree
evs_combo,army4,army_evs,e116,c(1:4),Having the army rule the country,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
evs_combo,church4,church_evs,e123,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
evs_combo,dem_good4a,evdemoc_evs,e117,c(4:1),Having a democratic political system,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
evs_combo,strong4b,strong_evs,e114,c(1:4),a strong non-democratic leader that does not bother with parliament and elections,1 very good / 2 good / 3 bad / 4 very bad
evs_greece2017,army4,army_evs,v147,c(1:4),Having the army rule the country,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
evs_greece2017,dem_good4a,evdemoc_evs,v148,c(4:1),Having a democratic political system,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
evs_greece2017,imp10,impdemoc_evs,v142,c(1:10),importance of democracy,1 not at all important / 10 absolutely important
evs_greece2017,strong4b,strong_evs,v145,c(1:4),a strong non-democratic leader that does not bother with parliament and elections,1 very good / 2 good / 3 bad / 4 very bad
evs2017,army4,army_evs,v147,c(1:4),Having the army rule the country,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
evs2017,dem_good4a,evdemoc_evs,v148,c(4:1),Having a democratic political system,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
evs2017,imp10,impdemoc_evs,v142,c(1:10),importance of democracy,1 not at all important / 10 absolutely important
evs2017,strong4b,strong_evs,v145,c(1:4),a strong non-democratic leader that does not bother with parliament and elections,1 very good / 2 good / 3 bad / 4 very bad
evs2017ukr,army4,army_evs,v147,c(1:4),Having the army rule the country,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
evs2017ukr,dem_good4a,evdemoc_evs,v148,c(4:1),Having a democratic political system,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
evs2017ukr,imp10,impdemoc_evs,v142,c(1:10),importance of democracy,1 not at all important / 10 absolutely important
evs2017ukr,strong4b,strong_evs,v145,c(1:4),a strong non-democratic leader that does not bother with parliament and elections,1 very good / 2 good / 3 bad / 4 very bad
fsdelection_combo,church4,church_cses,fnes25,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
fsdeva2020spr,army4a,army_wvs,q10c_3,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
fsdeva2020spr,dem_good4a,evdemoc_wvs,q10c_4,c(4:1),Having a democratic political system,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
fsdeva2020spr,strong4e,strong_evs,q10c_1,c(1:4),strong leader who doesn't bother with parliament,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
gallup_vop2004,church4,church_vop,q2d,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
gallup_vop2005,church4,church_vop,q6a1,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
gallup_vop2007,church4,church_vop,q3a,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
gles1994,dictatorship5,dictatorship5,v350f,c(5:1),dictatorship sometimes better government,1 do not agree at all / 2 tend not to agree / 3 neither / 4 tend to agree / 5 completely agree
gles1998,dictatorship5,dictatorship5,v350f,c(5:1),dictatorship sometimes better government,1 do not agree at all / 2 tend not to agree / 3 neither / 4 tend to agree / 5 completely agree
gles2002,dictatorship5,dictatorship5,v350f,c(5:1),dictatorship sometimes better government,1 do not agree at all / 2 tend not to agree / 3 neither / 4 tend to agree / 5 completely agree
gles2009,dictatorship5,dictatorship5,kp3_060e,c(5:1),dictatorship sometimes better government,1 do not agree at all / 2 tend not to agree / 3 neither / 4 tend to agree / 5 completely agree
gles2013,dictatorship5,dictatorship5,kp3_060e,c(5:1),dictatorship sometimes better government,1 do not agree at all / 2 tend not to agree / 3 neither / 4 tend to agree / 5 completely agree
gles2017,dictatorship5,dictatorship5,kp2_060e,c(5:1),dictatorship sometimes better government,1 do not agree at all / 2 tend not to agree / 3 neither / 4 tend to agree / 5 completely agree
kobar1994,strong5a,,q23,c(1:5),it would be better to have a strong leader like President Parh Chung Hee govern than to continue a democracy in order to tackle the difficult problems facing our country,1 competely agree / 2 very much agree / 3 somewhat agree / 4 do not agree much / 5 do not agree at all
kobar1994,suitable10,democsuit_kobar,q12_3,c(1:10),how suitable is democracy for our country during the current Kim Young Sam government,1 unsuitable / 10 suitable
kobar1996,suitable10,democsuit_kobar,q11_1,c(1:10),how suitable is democracy for our country during the current Kim Young Sam government,1 unsuitable / 10 suitable
kobar1996,threestate_231,threestate_kobar,q8,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government
kobar1997,army4a,army_asianb,q17_1,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
kobar1997,strong4a,strong_asiab,q17_2,c(1:4),better to get rid of parliament and elections and have a strong leader decide everything,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree
kobar1997,suitable10,democsuit_kobar,q39_1,c(1:10),how suitable is democracy for our country during the current Kim Young Sam government,1 unsuitable / 10 suitable
kobar1997,threestate_231,threestate_kobar,q33,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government
kobar1998,army4a,army_asianb,q30_1,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
kobar1998,strong4a,strong_asiab,q30_2,c(1:4),better to get rid of parliament and elections and have a strong leader decide everything,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree
kobar1998,suitable10,democsuit_kobar,q45_3,c(1:10),how suitable is democracy for our country during the current Kim Young Sam government,1 unsuitable / 10 suitable
kobar1998,threestate_231,threestate_kobar,q41,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government
kobar1999,army4a,army_asianb,q34_1,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
kobar1999,strong4a,strong_asiab,q34_2,c(1:4),better to get rid of parliament and elections and have a strong leader decide everything,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree
kobar1999,suitable10,democsuit_kobar,q50_3,c(1:10),how suitable is democracy for our country during the current Kim Young Sam government,1 unsuitable / 10 suitable
kobar1999,threestate_231,threestate_kobar,q43,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government
kobar2001,army4a,army_asianb,q31_1,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
kobar2001,strong4a,strong_asiab,q31_2,c(1:4),better to get rid of parliament and elections and have a strong leader decide everything,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree
kobar2001,suitable10,democsuit_kobar,q54,c(1:10),how suitable is democracy for our country during the current Kim Young Sam government,1 unsuitable / 10 suitable
kobar2001,threestate_231,threestate_kobar,q50,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government
kobar2004,army4a,army_asianb,q15a1,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
kobar2004,strong4a,strong_asiab,q15a2,c(1:4),better to get rid of parliament and elections and have a strong leader decide everything,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree
kobar2004,suitable10,democsuit_kobar,q25,c(1:10),how suitable is democracy for our country during the current Kim Young Sam government,1 unsuitable / 10 suitable
kobar2004,threestate_231,threestate_kobar,q19,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government
kobar2010,army4a,army_asianb,q11_1,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
kobar2010,strong4a,strong_asiab,q11_2,c(1:4),better to get rid of parliament and elections and have a strong leader decide everything,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree
kobar2010,suitable10,democsuit_kobar,q24,c(1:10),how suitable is democracy for our country during the current Kim Young Sam government,1 unsuitable / 10 suitable
kobar2010,threestate_231,threestate_kobar,q19,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government
lb1995,threestate_231,threestate_lb,p20,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb1996,threestate_231,threestate_lb,p19,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb1997,threestate_231,threestate_lb,sp31,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb1998,threestate_231,threestate_lb,sp28,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2000,threestate_231,threestate_lb,p29st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2001,threestate_231,threestate_lb,p46st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2002,church4,church_lb,p38no2c,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2002,threestate_231,threestate_lb,p32st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2003,church4,church_lb,p16st_c,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2003,threestate_231,threestate_lb,p14st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2004,church4,church_lb,p22sta,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2004,threestate_231,threestate_lb,p13st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2005,church4,church_lb,p25stb,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2005,threestate_231,threestate_lb,p16st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2006,church4,church_lb,p22st_a,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2006,threestate_231,threestate_lb,p17st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2007,church4,church_lb,p13sta,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2007,threestate_231,threestate_lb,p9st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2008,church4,church_lb,p19s_ta,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2008,threestate_231,threestate_lb,p13st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2009,church4,church_lb,p20st_a,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2009,threestate_231,threestate_lb,p10st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2010,church4,church_lb,p14st_a,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2010,threestate_231,threestate_lb,p10st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2011,church4,church_lb,p16st_a,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2011,threestate_231,threestate_lb,p13st,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2013,church4,church_lb,p43st_a,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2013,threestate_231,threestate_lb,p12stgbs,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2015,church4,church_lb,p13st_a,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2015,threestate_231,threestate_lb,p11stgbs,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2016,church4,church_lb,p31sta,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2016,threestate_231,threestate_lb,p8stgbs,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2017,church4,church_lb,p22st,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2017,threestate_231,threestate_lb,p8stgbs,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2018,church4,church_lb,p24st,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2018,threestate_231,threestate_lb,p12stgbs,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lb2020,church4,church_lb,p20st_a,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
lb2020,threestate_231,threestate_lb,p10stgbs,"c(2,3,1)",Which of the following statements do you agree with most?,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
lits_wave1,threestate_231,,q311,"c(2,3,1)",Which of the following statements do you agree with most?,"1 democracy is preferable to any other form of political system / 2 Under some circumstances, an authoritarian government may be preferable to a democracy / 3 For people like me, it does not matter whether a government is democratic or authoritarian"
lits_wave2,threestate_231,,q311,"c(2,3,1)",Which of the following statements do you agree with most?,"1 democracy is preferable to any other form of political system / 2 Under some circumstances, an authoritarian government may be preferable to a democracy / 3 For people like me, it does not matter whether a government is democratic or authoritarian"
lits_wave3,threestate_231,,q412,"c(2,3,1)",Which of the following statements do you agree with most?,"1 democracy is preferable to any other form of political system / 2 Under some circumstances, an authoritarian government may be preferable to a democracy / 3 For people like me, it does not matter whether a government is democratic or authoritarian"
neb_combo,army4a,army_neb,a3b,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
neb_combo,strong4a,strong_neb,a3c,c(1:4),We should get rid of parliament and elections and have a strong leader decide things.,1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve
neb_combo,threestate_231,threestate_neb,a7,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
norcs2021_21,strong5a,,r21padkom2,c(1:5),having a strong leader in government is good even if rules are bent to get things done,1 competely agree / 2 somewhat agree / 3 neither agree nor disagree / 4 somewhat disagree / 5 competely disagree
pew2002,imp4,impdemoc_pew,q41b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2002,strong2c,strong_pew,q47,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2005_11,strong2c,strong_pew,q29,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2005_6,strong2c,strong_pew,q33,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2006,strong2c,strong_pew,q5b_leader_dem,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2007,imp4,impdemoc_pew,q51b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2007,strong2c,strong_pew,q55,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2008,strong2c,strong_pew,q58a,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2009,imp4,impdemoc_pew,q41a,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2009,strong2c,strong_pew,q35,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2010,threestate_231,threestate_pew,q17,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
pew2011,imp4,impdemoc_pew,egy12b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2011,strong2c,strong_pew,q57,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2011,threestate_231,threestate_pew,q8,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
pew2012,imp4,impdemoc_pew,q69b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2012,imp4,impdemoc_pew,q69b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2012,imp4,impdemoc_pew,q115b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2012,imp4,impdemoc_pew,q115b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2012,strong2c,strong_pew,q71,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2012,threestate_231,threestate_pew,q21,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
pew2013,imp4,impdemoc_pew,q85b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2013,imp4,impdemoc_pew,q85b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2013,imp4,impdemoc_pew,q122b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2013,imp4,impdemoc_pew,q122b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2013,strong2c,strong_pew,q88,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2013,threestate_231,threestate_pew,q15,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
pew2014,imp4,impdemoc_pew,q104b,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2014,strong2c,strong_pew,qet1,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2014,threestate_231,threestate_pew,q19,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
pew2015,imp4,impdemoc_pew,q56e,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2015,strong2c,strong_pew,q9,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2016,imp4,impdemoc_pew,q33e,c(4:1),How important is it to you to live in a country where honest elections are held regularly with a choice of at least two political parties?,1 very important / 2 somewhat important / 3 not too important / 4 not important at all
pew2016,strong2c,strong_pew,q9,c(2:1),some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
pew2017,army4,army_pew,polsys_junta,c(1:4),Having the army rule the country,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
pew2017,dem_good4b,evdemoc_pew,polsys_republic,c(4:1),a democratic system where representatives elected by citizens decide what becomes law,1 very good / somewhat good / somewhat bad / very bad
pew2017,strong4b,strong_pew.1,polsys_autocracy,c(1:4),a strong non-democratic leader that does not bother with parliament and elections,1 very good / 2 good / 3 bad / 4 very bad
pewrel2006_10nat,strong2c,strong_pew,q34,"c(2,1)",some feel that we should rely on a democratic form of government to solve our country's problems. Others feel that we should rely on a leader with a strong hand to solve our country's problems.,1 Democratic form of government / 2 strong leader
polpan1998,threestate_231,,xj11,"c(2,3,1)",Do you think for people like you:,1 democracy is always the best form of government / 2 sometimes non-democratic government is better / 3 there is no difference
polpan2003,threestate_231,,wj11,"c(2,3,1)",Do you think for people like you:,1 democracy is always the best form of government / 2 sometimes non-democratic government is better / 3 there is no difference
polpan2008,threestate_231,,vj03,"c(2,3,1)",Do you think for people like you:,1 democracy is always the best form of government / 2 sometimes non-democratic government is better / 3 there is no difference
sasianb1,army4a,army_sasianb,c18b,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
sasianb1,elections4,election_sasianb,c18d,c(4:1),the country should be governed by those chosen by the people in a fair election,1 Strongly agree / 2 agree / 3 disagree / 4 strongly disagree
sasianb1,strong4a,strong_sasianb,c18a,c(1:4),We should get rid of parliament and elections and have a strong leader decide things.,1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve
sasianb1,suitable4,democsuit_sasianb,c17,c(4:1),"How suitable is democracy for our country- very suitable, suitabl, not suitable or not at all suitable?",1 very suitable / 2 suitable / 3 not suitable / 4 not at all suitable
sasianb1,threestate_231,threestate_sasianb,c23,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
sasianb2,army4a,army_sasianb,gbc35b,c(1:4),The army (military) should come in to govern the country,1 strongly approve / 2 approve / 3 disapprove / 4 strongly disapprove
sasianb2,strong4a,strong_sasianb,gbc35a,c(1:4),We should get rid of parliament and elections and have a strong leader decide things.,1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve
sasianb2,threestate_231,threestate_sasianb,gbc34,"c(2,3,1)",which of the following statements do you agree with most,1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have
tcmeg2004,army4,army_tcmeg,m603e,c(1:4),Having the army rule the country,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
tcmeg2004,church4,church_tcmeg,m601d,c(4:1),Democracy may have its problems but it is still the best form of government,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
tcmeg2004,dem_good4a,evdemoc_tcmeg,m603a,c(4:1),Having a democratic political system,1 very good / 2 fairly good / 3 fairly bad / 4 very bad
tcmeg2004,strong4b,strong_tcmeg,m603b,c(1:4),a strong non-democratic leader that does not bother with parliament and elections,1 very good / 2 good / 3 bad / 4 very bad
twscs1992_pol,suitable4,,v43_2,c(1:4),Democracy is not suitable for Taiwan,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree
twscs1994_val,imp5,,v23_3,c(0:4),How important is the following to you: democracy?,0 not important at all / 123 / 4 very important
