survey,item_con,item,variable,values,nonresponses,question_text,response_categories
amb_venezuela2016,strong2a,strong_amb_1,aut1,"c(1:2)","99","There are people who say that we need a strong leader who does not have to be elected by the vote of the people. Others say that although things may not work electoral democracy or the popular vote is always best. What do you think","1 we need a strong leader who does not have to be elected / 2 electoral democracy is the best"
arabb62,strong4c,strong_arabb_2,q533_4,"c(4:1)","c(8,9)","this country needs a leader who can bend the rules if necessary to get things done","1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree"
arabb7,strong4c,strong_arabb_2,q533_4,"c(4:1)","c(8,9)","this country needs a leader who can bend the rules if necessary to get things done","1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree"
asianb1,strong4a,strong_asianb,q121,"c(1:4)","c(98,99)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb2,strong4a,strong_asianb,q124,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb3,strong4a,strong_asianb,q129,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb4,strong4a,strong_asianb,q130,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_japan,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_korea,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_mongolia,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_philippines,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_taiwan,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_thailand,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_indonesia,strong4a,strong_asianb,v_137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_malaysia,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_myanmar,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_australia,strong4a,strong_asianb,q130,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb5_india,strong4a,strong_asianb,q137,"c(1:4)","c(7:9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
neb_combo,strong4a,strong_neb,a3c,"c(1:4)","c(98)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
sasianb1,strong4a,strong_sasianb,c18a,"c(1:4)","c(0,8)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
sasianb2,strong4a,strong_sasianb,gbc35a,"c(1:4)","c(8,9)","We should get rid of parliament and elections and have a strong leader decide things.","1 strongly disapprove / 2 disapprove / 3 neither approve nor disapprove / 4 approve / 5 strongly approve"
asianb2,threestate_dcn,threestate_asianb,q121,"c(2,1,3)","c(7,8,9)","Which of the following statements comes closest to your own opinion","1 for people like me it does not matter whether we have a democratic government or nondemocratic government / 2 under some circumstances an authoritarian government can be preferable / 3 democracy is always preferable to any other kind of government"
amb_us2014,strong2a,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
asianb3,threestate_dcn,threestate_asianb,q124,"c(2,3,1)","c(7:9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
asianb4,threestate_dcn,threestate_asianb,q125,"c(2,3,1)","c(7:9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
caucasusb2011,threestate_dcn,threestate_cb,attdem,"c(2,3,1)","c(-3:-1)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
caucasusb2012,threestate_dcn,threestate_cb,attdem,"c(2,3,1)","c(-2:-1)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
caucasusb2013,threestate_dcn,threestate_cb,attdem,"c(2,3,1)","c(-3:-1)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
caucasusb2015,threestate_dcn,threestate_cb,attdem,"c(2,3,1)","c(-3:-1)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
caucasusb2017,threestate_dcn,threestate_cb,attdem,"c(2,3,1)","c(-3:-1)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
caucasusb2019,threestate_dcn,threestate_cb,attdem,"c(2,3,1)","c(-3:-1)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
caucasusb2020,threestate_dcn,threestate_cb,attdem,"c(2,3,1)","c(-3:-1)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
caucasusb2021,threestate_dcn,threestate_cb,attdem,"c(2,3,1)","c(-3:-1)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar198706,threestate_dcn,threestate_cis,p3,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar199005,threestate_dcn,threestate_cis,p5,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar199112,threestate_dcn,threestate_cis,p15,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar199312,threestate_dcn,threestate_cis,p6,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar201211,threestate_dcn,threestate_cis,p23,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar201704,threestate_dcn,threestate_cis,p22,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar201804,threestate_dcn,threestate_cis,p23,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar201912,threestate_dcn,threestate_cis,b3,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cisbar202102,threestate_dcn,threestate_cis,regfrefe,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
cispol1989,threestate_dcn,threestate_cis,p11,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
eb30,threestate_dcn,threestate_eb,v122,"c(2,3,1)","99","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
eb37,threestate_dcn,threestate_eb,v27,"c(2,3,1)","99","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
eb471,threestate_dcn,threestate_eb,v313,"c(2,3,1)","99","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
kobar1996,threestate_dcn,threestate_kobar,q8,"c(2,3,1)","8","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
kobar1997,threestate_dcn,threestate_kobar,q33,"c(2,3,1)","8","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
kobar1998,threestate_dcn,threestate_kobar,q41,"c(2,3,1)","","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
kobar1999,threestate_dcn,threestate_kobar,q43,"c(2,3,1)","","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
kobar2001,threestate_dcn,threestate_kobar,q50,"c(2,3,1)","","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
kobar2004,threestate_dcn,threestate_kobar,q19,"c(2,3,1)","","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
kobar2010,threestate_dcn,threestate_kobar,q19,"c(2,3,1)","","which of the following statements do you agree with most","1 democracy is always preferable to any other kind of government / 2 under certain situations a dictatorship is preferable / 3 for people like me it does not matter whether we have a democratic government or nondemocratic government"
lb1995,threestate_dcn,threestate_lb,p20,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb1996,threestate_dcn,threestate_lb,p19,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb1997,threestate_dcn,threestate_lb,sp31,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb1998,threestate_dcn,threestate_lb,sp28,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2000,threestate_dcn,threestate_lb,p29st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2001,threestate_dcn,threestate_lb,p46st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2002,threestate_dcn,threestate_lb,p32st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2003,threestate_dcn,threestate_lb,p14st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2004,threestate_dcn,threestate_lb,p13st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2005,threestate_dcn,threestate_lb,p16st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2006,threestate_dcn,threestate_lb,p17st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2007,threestate_dcn,threestate_lb,p9st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2008,threestate_dcn,threestate_lb,p13st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2009,threestate_dcn,threestate_lb,p10st,"c(2,3,1)","c(-1:-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2010,threestate_dcn,threestate_lb,p10st,"c(2,3,1)","c(0,-1,-2,8)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2011,threestate_dcn,threestate_lb,p13st,"c(2,3,1)","c(-1,-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2013,threestate_dcn,threestate_lb,p12stgbs,"c(2,3,1)","c(-1,-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2015,threestate_dcn,threestate_lb,p11stgbs,"c(2,3,1)","c(-1,-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2016,threestate_dcn,threestate_lb,p8stgbs,"c(2,3,1)","c(-1,-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2017,threestate_dcn,threestate_lb,p8stgbs,"c(2,3,1)","c(-1,-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2018,threestate_dcn,threestate_lb,p12stgbs,"c(2,3,1)","c(-1,-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
lb2020,threestate_dcn,threestate_lb,p10stgbs,"c(2,3,1)","c(-1,-2)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
neb_combo,threestate_dcn,threestate_neb,a7,"c(2,3,1)","c(98)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
pew2010,threestate_dcn,threestate_pew,q17,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
pew2011,threestate_dcn,threestate_pew,q8,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
pew2012,threestate_dcn,threestate_pew,q21,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
pew2013,threestate_dcn,threestate_pew,q15,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
pew2014,threestate_dcn,threestate_pew,q19,"c(2,3,1)","c(8,9)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
sasianb1,threestate_dcn,threestate_sasianb,c23,"c(2,3,1)","c(0,8)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
sasianb2,threestate_dcn,threestate_sasianb,gbc34,"c(2,3,1)","c(7,8,9)","which of the following statements do you agree with most","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
amb_argentina2010,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_argentina2012,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_argentina2014,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_bolivia2010,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_bolivia2012,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_bolivia2014,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_canada2010,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_canada2012,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_canada2014,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_canada2016,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_canada2018,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_chile2010,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_chile2012,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_chile2014,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_colombia2005,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_colombia2007,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_colombia2009,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","8","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_colombia2011,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_combo,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_ecuador2014,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_suriname2010,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_suriname2012,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_trinidad2010,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_trinidad2012,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_us2010,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","88","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_us2012,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","88","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_us2014,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_venezuela2010,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_venezuela2012,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","c(88,98)","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_venezuela2014,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","99","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
amb_canada2021,threestate_ndc,threestate_amb,dem2,"c(3,1,2)","","which of the following statements do you agree with most","1 for people like me it doesn't matter whether a government is democratic or nondemocratic / 2 democracy is preferable to any other form of government / 3 under some circumstances an authoritarian government may be preferable to a democratic one"
afrob1,threestate_dcn,threestate_afrob,supdem,"c(2,3,1)","c(4,98)","which of these three statements is closest to your own opinion","1 democracy is preferable to any other kind of government / 2 in some circumstances a non-democratic government can be preferable / 3 for someone like me it doesn't matter what kind of government we have"
